loan_id,application_date,age,gender,education,state,urban_rural,employment_type,employment_years,annual_income_inr,loan_type,loan_purpose,loan_amount_inr,loan_tenure_months,interest_rate_pct,credit_score,num_existing_loans,dti_ratio,ltv_ratio,has_collateral,bureau_enquiries_6m,missed_payments_2y,savings_account_balance_inr,default_flag
LN0003804,2022-08-02,21,Male,Post_Graduate,UP,Urban,Retired,5,554960,Gold_Loan,Home_Purchase,4635828,60,20.12,754,1,0.434,,0,3,0,24375,0
LN0004672,2022-06-04,34,Female,Undergraduate,RJ,Urban,Self_Employed,9,949108,Personal_Loan,Education,2249917,48,12.28,579,0,0.618,,0,1,2,14234,0
LN0016698,2023-01-16,41,Male,Post_Graduate,RJ,Rural,Salaried,13,2434617,Auto_Loan,Home_Purchase,4780149,48,20.71,770,1,0.62,,0,5,1,353843,1
LN0005471,2022-02-19,50,Male,Graduate,GJ,Semi_Urban,Salaried,9,1116050,Gold_Loan,Debt_Consolidation,147274,36,20.67,875,3,0.129,,1,5,0,114368,0
LN0005047,2022-07-30,57,Male,Diploma,DL,Semi_Urban,Self_Employed,30,2060805,Home_Loan,Medical,887350,180,12.84,655,1,0.525,0.53,1,1,3,217191,1
LN0010813,2023-05-14,58,Male,Post_Graduate,TN,Urban,Salaried,2,1557698,Auto_Loan,Home_Purchase,128765,180,21.49,741,4,0.377,,1,3,0,259723,0
LN0017211,2022-05-25,49,Male,Post_Graduate,WB,Semi_Urban,Government,11,2626098,Education_Loan,Medical,118762,12,12.84,551,1,0.227,,0,3,0,7267,0
LN0005415,2023-10-24,63,Male,Post_Graduate,UP,Urban,Self_Employed,7,862119,Education_Loan,Medical,1999354,120,8.67,642,1,0.565,,0,2,4,317503,1
LN0005829,2023-01-31,29,Male,No_Formal,DL,Urban,Salaried,2,1473872,Gold_Loan,Home_Purchase,1288810,180,15.96,614,3,0.09,,0,0,2,387437,1
LN0000193,2022-07-14,62,Male,Undergraduate,RJ,Rural,Self_Employed,25,2935733,Education_Loan,Debt_Consolidation,4589408,60,14.87,824,1,0.294,,0,1,0,193900,0
LN0012886,2022-11-16,59,Male,No_Formal,GJ,Urban,Self_Employed,3,415737,Education_Loan,Other,4189194,84,21.64,804,4,0.437,,0,6,0,305738,0
LN0005016,2022-02-20,60,Male,Graduate,MH,Urban,Salaried,9,1926201,Home_Loan,Vehicle,2169505,84,7.74,877,0,0.593,0.944,1,2,0,275677,0
LN0001453,2023-11-13,30,Male,Graduate,KA,Rural,Salaried,13,1902171,Education_Loan,Home_Purchase,3424471,60,16.48,829,0,0.278,,0,7,0,387947,0
LN0013022,2023-10-12,46,Male,Graduate,MH,Urban,Salaried,6,2441896,Home_Loan,Education,3418810,240,13.59,848,4,0.482,0.419,1,6,0,230498,0
LN0013879,2023-10-21,31,Male,Graduate,KA,Rural,Salaried,3,2801868,MSME_Loan,Other,1091511,84,18.12,846,3,0.645,,0,0,0,473160,0
LN0000456,2023-05-12,37,Male,Post_Graduate,DL,Semi_Urban,Salaried,0,828932,Auto_Loan,Business_Expansion,356177,84,12.08,877,3,0.109,,0,1,0,17750,0
LN0014721,2023-05-23,53,Female,No_Formal,AP,Urban,Salaried,29,1348132,Education_Loan,Education,2238073,180,9.13,614,4,0.296,,0,3,3,225276,1
LN0000486,2023-06-30,28,Female,Graduate,TN,Semi_Urban,Salaried,12,1373979,Gold_Loan,Business_Expansion,4247929,180,15.19,700,1,0.637,,1,8,0,209346,0
LN0014470,2023-07-15,63,Female,Post_Graduate,RJ,Urban,Salaried,23,1839914,Home_Loan,Home_Purchase,1722445,84,18.4,622,3,0.279,0.589,0,8,3,126667,1
LN0002009,2022-06-16,30,Male,No_Formal,RJ,Urban,Salaried,17,311108,Home_Loan,Education,2205601,24,16.03,637,2,0.477,0.933,1,6,0,417311,0
LN0016707,2022-05-14,34,Female,Undergraduate,GJ,Rural,Self_Employed,23,1699879,Auto_Loan,Other,4678888,12,14.87,808,4,0.108,,0,2,1,263390,0
LN0013790,2023-05-11,65,Male,Undergraduate,MH,Semi_Urban,Salaried,10,684013,Home_Loan,Medical,758864,240,13.68,818,2,0.332,0.818,0,7,0,180982,0
LN0003380,2022-09-16,44,Male,Graduate,DL,Semi_Urban,Salaried,27,2925096,Home_Loan,Business_Expansion,1305999,60,15.03,786,3,0.556,0.568,0,4,0,241411,0
LN0011488,2023-07-23,46,Male,Diploma,AP,Urban,Salaried,21,1310863,Education_Loan,Vehicle,685453,180,18.66,780,2,0.619,,0,6,1,333157,0
LN0006636,2022-12-29,61,Female,No_Formal,RJ,Rural,Self_Employed,0,1829770,Auto_Loan,Medical,2604047,48,14.99,645,4,0.206,,0,2,0,204489,0
LN0010242,2022-09-21,51,Male,Graduate,RJ,Semi_Urban,Salaried,20,1368614,Auto_Loan,Business_Expansion,1078091,36,17.79,832,3,0.142,,0,0,0,305671,0
LN0017935,2023-01-17,37,Male,Post_Graduate,KA,Urban,Business_Owner,28,266764,Auto_Loan,Business_Expansion,3619654,36,15.46,584,4,0.628,,0,4,0,75078,0
LN0013859,2023-05-23,62,Male,Diploma,KA,Urban,Salaried,7,1891382,Gold_Loan,Vehicle,884980,60,16.47,604,3,0.643,,1,2,0,242142,0
LN0012178,2023-03-19,32,Male,No_Formal,TN,Semi_Urban,Self_Employed,2,343049,Home_Loan,Business_Expansion,4851551,48,14.42,573,4,0.357,0.674,1,1,1,17302,0
LN0015860,2022-01-16,27,Male,No_Formal,TN,Semi_Urban,Salaried,19,368897,MSME_Loan,Vehicle,4664128,12,17.07,576,3,0.511,,0,4,9,323150,1
LN0017756,2022-09-05,35,Male,Post_Graduate,UP,Urban,Retired,2,2680781,Education_Loan,Vehicle,4128590,180,19.07,782,1,0.5,,0,0,1,283528,0
LN0011435,2022-03-14,44,Female,No_Formal,DL,Rural,Salaried,1,337744,Personal_Loan,Medical,2828406,48,19.73,705,3,0.501,,0,8,0,259085,0
LN0010642,2023-11-01,33,Female,No_Formal,KA,Rural,Salaried,11,1773281,Auto_Loan,Debt_Consolidation,2776236,120,8.35,608,4,0.572,,0,2,1,131730,1
LN0016203,2023-01-20,22,Male,Diploma,GJ,Rural,Salaried,16,259115,Auto_Loan,Debt_Consolidation,4850225,48,15.44,764,2,0.536,,0,4,1,32920,0
LN0002961,2023-10-20,57,Female,Undergraduate,RJ,Rural,Government,30,532021,MSME_Loan,Debt_Consolidation,1568703,120,17.82,809,3,0.374,,0,4,0,367917,0
LN0000261,2023-01-01,34,Female,No_Formal,UP,Semi_Urban,Salaried,5,854666,Auto_Loan,Other,2919152,120,16.17,689,1,0.144,,0,7,1,364943,0
LN0015651,2022-12-01,60,Male,Post_Graduate,MH,Urban,Government,26,455307,MSME_Loan,Medical,318261,12,17.1,887,0,0.18,,0,1,0,18433,0
LN0003159,2023-03-20,50,Male,Diploma,MH,Rural,Salaried,19,1467790,MSME_Loan,Business_Expansion,4006416,120,10.43,773,3,0.119,,0,0,1,419718,1
LN0015212,2022-11-23,45,Male,Post_Graduate,GJ,Urban,Salaried,22,1840812,MSME_Loan,Education,3260758,240,18.36,839,1,0.134,,0,0,0,235084,0
LN0017184,2022-03-14,29,Male,Graduate,GJ,Rural,Salaried,14,661683,Home_Loan,Debt_Consolidation,567848,24,10.49,877,4,0.449,0.892,0,5,2,443985,1
LN0004463,2023-03-16,21,Male,No_Formal,DL,Semi_Urban,Salaried,12,1117206,Education_Loan,Business_Expansion,2705150,12,20.0,839,2,0.628,,0,8,2,386664,1
LN0002272,2023-06-11,40,Male,Diploma,MH,Semi_Urban,Salaried,2,2142770,Auto_Loan,Other,458869,180,19.69,729,3,0.195,,0,0,0,24722,0
LN0004374,2022-05-31,40,Female,No_Formal,GJ,Urban,Business_Owner,27,2874584,MSME_Loan,Vehicle,3527915,36,8.1,749,4,0.172,,0,5,0,357950,0
LN0014923,2022-05-23,48,Female,Graduate,TS,Semi_Urban,Salaried,8,2815752,Gold_Loan,Home_Purchase,2508757,48,18.93,832,0,0.139,,0,1,1,249300,0
LN0006496,2022-06-15,21,Male,Undergraduate,DL,Semi_Urban,Self_Employed,0,1292318,Education_Loan,Other,3786396,240,17.63,822,4,0.379,,0,8,0,183155,1
LN0006938,2022-11-16,62,Male,No_Formal,KA,Semi_Urban,Salaried,23,2904259,Personal_Loan,Business_Expansion,3161057,48,18.11,884,2,0.563,,0,4,2,98630,0
LN0017385,2023-01-01,45,Male,Diploma,DL,Semi_Urban,Government,1,1411721,Education_Loan,Education,887367,180,18.06,736,2,0.459,,0,2,0,456659,0
LN0004599,2023-01-04,36,Male,Undergraduate,TS,Semi_Urban,Salaried,9,2551315,Gold_Loan,Medical,84378,24,17.31,840,4,0.147,,1,6,1,458162,0
LN0015309,2022-11-06,58,Male,Graduate,GJ,Urban,Salaried,11,1860283,Home_Loan,Business_Expansion,2047888,36,10.01,807,2,0.233,0.549,1,5,1,484265,0
LN0001413,2023-07-23,62,Male,Post_Graduate,AP,Semi_Urban,Self_Employed,27,1258442,Auto_Loan,Business_Expansion,4253331,36,14.85,606,0,0.644,,1,3,0,75654,1
LN0000560,2022-12-14,37,Male,Post_Graduate,KA,Semi_Urban,Self_Employed,21,2245302,MSME_Loan,Debt_Consolidation,555638,24,15.63,597,2,0.509,,0,0,0,128182,0
LN0000378,2023-08-03,63,Male,Diploma,AP,Semi_Urban,Salaried,29,1466418,MSME_Loan,Vehicle,2136972,12,10.64,607,2,0.306,,0,2,0,344554,0
LN0003240,2023-05-09,30,Male,Post_Graduate,WB,Urban,Salaried,14,1315052,MSME_Loan,Other,494710,180,8.84,672,1,0.499,,0,0,0,69451,0
LN0005404,2023-09-15,27,Male,No_Formal,RJ,Rural,Business_Owner,19,1968774,Home_Loan,Medical,888379,24,15.77,793,1,0.221,0.555,1,8,0,262611,0
LN0009696,2023-09-15,23,Male,No_Formal,AP,Rural,Government,11,2335437,Personal_Loan,Other,567992,60,14.92,837,2,0.083,,0,6,0,349830,0
LN0007682,2023-03-27,65,Female,Graduate,RJ,Semi_Urban,Self_Employed,9,2224911,Home_Loan,Home_Purchase,1427092,24,11.87,576,2,0.593,0.581,1,5,1,202130,0
LN0016364,2022-01-06,49,Male,Graduate,MH,Rural,Retired,4,424864,Education_Loan,Education,2520837,120,21.71,842,2,0.077,,0,3,0,83571,0
LN0015268,2022-02-15,56,Male,Undergraduate,RJ,Semi_Urban,Self_Employed,4,336406,Gold_Loan,Debt_Consolidation,1724359,12,15.82,714,1,0.099,,1,3,0,174231,0
LN0002359,2023-08-17,22,Female,No_Formal,RJ,Rural,Salaried,21,1950232,Home_Loan,Medical,1756639,12,11.76,830,1,0.589,0.421,0,7,1,3040,1
LN0002292,2023-06-30,46,Male,Post_Graduate,KA,Urban,Salaried,1,1414870,Gold_Loan,Business_Expansion,764216,48,13.26,576,0,0.382,,1,2,0,465077,0
LN0017418,2023-05-11,42,Male,Post_Graduate,AP,Semi_Urban,Salaried,10,570379,MSME_Loan,Medical,2542546,180,18.6,830,1,0.507,,0,8,1,39009,1
LN0004205,2022-01-25,41,Female,Undergraduate,TS,Rural,Government,7,344027,Education_Loan,Medical,3513541,36,11.71,650,4,0.28,,0,2,4,191875,1
LN0001823,2023-10-31,56,Female,Graduate,GJ,Rural,Self_Employed,8,817468,Gold_Loan,Medical,1519207,240,17.65,672,4,0.344,,0,7,1,231965,1
LN0010325,2022-05-13,25,Male,Post_Graduate,TS,Semi_Urban,Business_Owner,12,2192368,Home_Loan,Business_Expansion,1809868,84,14.26,710,2,0.323,0.824,1,2,1,408217,0
LN0011154,2023-03-22,63,Male,Undergraduate,MH,Urban,Salaried,8,2164146,Home_Loan,Home_Purchase,1609516,24,11.79,591,3,0.244,0.745,0,5,1,16042,0
LN0011125,2022-12-16,42,Female,Post_Graduate,TN,Urban,Business_Owner,27,1796416,MSME_Loan,Other,4425714,84,13.7,789,2,0.316,,0,0,1,482682,0
LN0003287,2023-09-08,33,Male,Diploma,UP,Urban,Government,30,2754611,MSME_Loan,Business_Expansion,2033905,240,21.72,843,3,0.18,,0,8,1,132467,0
LN0011298,2023-06-23,61,Male,Diploma,TN,Semi_Urban,Salaried,10,2766761,Gold_Loan,Medical,2177485,120,8.05,672,4,0.427,,1,2,1,353357,0
LN0007621,2022-10-07,38,Female,Diploma,MH,Semi_Urban,Salaried,6,1183676,Personal_Loan,Debt_Consolidation,3871965,180,12.99,795,4,0.443,,0,2,0,482174,0
LN0013314,2022-09-02,58,Male,Diploma,TS,Rural,Salaried,29,2361031,Gold_Loan,Home_Purchase,2470045,180,11.19,870,0,0.528,,0,7,0,128906,0
LN0009563,2022-06-22,24,Female,Undergraduate,MH,Rural,Self_Employed,28,1041420,Education_Loan,Other,3758798,12,15.1,695,4,0.45,,0,5,1,229696,0
LN0001715,2023-04-26,35,Female,Graduate,RJ,Semi_Urban,Salaried,11,2250283,Home_Loan,Medical,2971196,60,11.51,765,4,0.109,0.483,1,6,2,151805,1
LN0004484,2023-08-03,59,Male,Diploma,GJ,Urban,Business_Owner,11,2579808,Gold_Loan,Other,1740728,24,10.03,612,0,0.486,,0,7,1,443739,0
LN0004294,2022-11-07,54,Male,No_Formal,RJ,Urban,Retired,5,1479449,Personal_Loan,Other,1258210,48,14.96,835,1,0.507,,0,7,0,143979,0
LN0001473,2022-05-21,64,Male,Post_Graduate,MH,Rural,Self_Employed,25,2435859,Auto_Loan,Vehicle,4854903,84,13.13,610,1,0.6,,1,6,2,380351,1
LN0015008,2022-03-12,28,Female,Undergraduate,WB,Urban,Self_Employed,30,693716,Home_Loan,Education,4256861,12,9.84,767,0,0.647,0.427,1,2,5,30581,1
LN0016825,2022-05-01,65,Male,Undergraduate,WB,Semi_Urban,Government,2,1613734,Education_Loan,Business_Expansion,2934242,60,17.27,876,3,0.321,,0,3,1,449014,0
LN0009400,2022-04-11,49,Male,Undergraduate,MH,Semi_Urban,Self_Employed,19,456932,Personal_Loan,Home_Purchase,4339807,12,17.43,685,2,0.246,,0,2,1,185830,0
LN0015451,2022-10-28,39,Male,Diploma,TS,Rural,Government,24,1876852,Auto_Loan,Home_Purchase,2140522,84,15.76,564,4,0.119,,1,2,4,461803,0
LN0013007,2023-08-19,36,Male,Post_Graduate,TN,Rural,Salaried,1,2798029,Gold_Loan,Other,1394318,240,8.51,756,0,0.549,,1,7,0,306731,0
LN0004027,2023-10-08,38,Male,Graduate,MH,Urban,Salaried,7,1656512,Personal_Loan,Home_Purchase,4940772,240,15.98,813,0,0.512,,0,6,1,364114,0
LN0009396,2022-12-25,36,Female,No_Formal,AP,Urban,Salaried,10,2446980,Auto_Loan,Other,3545113,24,16.98,751,3,0.29,,1,0,0,492303,0
LN0003407,2023-03-09,25,Male,Diploma,WB,Semi_Urban,Salaried,27,672005,Auto_Loan,Vehicle,3817933,48,12.71,623,4,0.482,,1,7,3,288497,1
LN0005002,2023-02-01,21,Male,Diploma,MH,Rural,Salaried,2,2642140,Personal_Loan,Vehicle,2797653,12,14.35,737,0,0.101,,0,5,1,296675,0
LN0010069,2022-11-03,44,Male,Post_Graduate,TS,Semi_Urban,Self_Employed,10,843486,Gold_Loan,Other,957149,24,21.11,761,3,0.559,,1,7,0,472330,0
LN0011863,2022-09-22,22,Male,Post_Graduate,GJ,Urban,Business_Owner,9,735554,MSME_Loan,Other,591865,36,13.9,654,2,0.431,,0,6,0,82914,0
LN0001373,2022-12-22,40,Male,Post_Graduate,KA,Rural,Business_Owner,17,323788,Home_Loan,Other,670310,180,15.37,862,3,0.429,0.423,1,1,1,494000,0
LN0005994,2022-03-27,23,Female,Undergraduate,KA,Rural,Self_Employed,16,2983250,Gold_Loan,Medical,4454079,48,17.54,733,4,0.066,,0,0,6,42029,1
LN0000313,2022-06-28,55,Female,Diploma,RJ,Rural,Government,29,995382,Gold_Loan,Business_Expansion,1699316,48,17.88,802,4,0.336,,1,3,0,203512,0
LN0002349,2023-09-17,51,Male,No_Formal,WB,Semi_Urban,Salaried,22,2925809,MSME_Loan,Education,881701,120,20.0,672,1,0.465,,0,7,2,379325,1
LN0001583,2023-02-08,47,Male,Diploma,TS,Semi_Urban,Salaried,17,2553439,MSME_Loan,Education,2102124,120,13.45,882,1,0.251,,0,2,0,167850,0
LN0009987,2023-01-24,54,Male,Diploma,DL,Urban,Self_Employed,25,2302262,MSME_Loan,Vehicle,276055,84,16.88,882,1,0.202,,0,1,0,330228,0
LN0004601,2023-03-29,62,Male,Graduate,TS,Urban,Government,11,1333470,Education_Loan,Debt_Consolidation,860743,12,11.03,692,1,0.558,,0,6,0,242837,0
LN0009254,2022-03-16,43,Male,Diploma,DL,Urban,Salaried,15,359962,Home_Loan,Other,2365209,84,13.04,550,4,0.334,0.403,1,0,1,484010,0
LN0003920,2023-04-09,22,Male,Graduate,WB,Urban,Self_Employed,7,649531,Gold_Loan,Medical,3196659,240,8.15,845,2,0.627,,1,8,0,479663,0
LN0009300,2022-10-17,45,Male,Undergraduate,MH,Urban,Salaried,8,2565063,Education_Loan,Debt_Consolidation,4420781,12,18.18,597,1,0.437,,0,5,0,262532,0
LN0007164,2023-01-04,42,Male,No_Formal,MH,Rural,Salaried,1,1423324,Auto_Loan,Education,2955072,60,8.11,637,2,0.564,,1,0,0,186974,0
LN0012111,2022-06-28,50,Male,No_Formal,GJ,Semi_Urban,Self_Employed,20,721901,MSME_Loan,Debt_Consolidation,3648982,240,9.94,727,2,0.151,,0,6,0,463481,0
LN0012685,2023-08-13,60,Female,Undergraduate,UP,Rural,Salaried,12,634983,Home_Loan,Business_Expansion,1495987,12,20.76,750,0,0.578,0.92,1,0,1,385362,0
LN0012731,2023-09-11,43,Female,No_Formal,TS,Semi_Urban,Self_Employed,22,1281562,Auto_Loan,Medical,4508430,12,21.43,624,4,0.271,,1,4,2,330664,1
LN0005145,2022-06-11,26,Male,Diploma,MH,Rural,Self_Employed,4,1058334,Education_Loan,Vehicle,4789210,36,11.33,836,1,0.236,,0,8,3,286779,1
LN0013685,2022-12-24,53,Male,Diploma,MH,Rural,Salaried,20,424208,MSME_Loan,Home_Purchase,4926441,60,9.6,604,0,0.063,,0,7,1,260092,0
LN0016162,2023-11-17,51,Male,Undergraduate,RJ,Semi_Urban,Salaried,9,1260961,Education_Loan,Debt_Consolidation,566966,12,15.3,574,2,0.482,,0,6,0,94460,1
LN0015214,2022-01-05,49,Male,Undergraduate,WB,Rural,Salaried,0,1930851,MSME_Loan,Business_Expansion,2950635,120,20.69,592,3,0.164,,0,1,0,439909,0
LN0003581,2023-02-04,28,Male,Graduate,AP,Rural,Salaried,22,330386,Gold_Loan,Vehicle,4064090,48,13.53,624,3,0.372,,0,4,4,330041,1
LN0004070,2023-05-27,36,Female,No_Formal,TS,Semi_Urban,Government,29,1432868,Auto_Loan,Debt_Consolidation,4756283,24,11.26,861,1,0.362,,0,5,0,131144,0
LN0006963,2022-05-20,40,Male,Graduate,WB,Urban,Government,8,924586,Education_Loan,Business_Expansion,1720611,24,20.29,632,3,0.505,,0,2,2,380652,1
LN0002109,2022-06-11,63,Female,Undergraduate,GJ,Semi_Urban,Government,0,945475,Personal_Loan,Medical,1557139,240,20.5,625,3,0.442,,0,2,1,232799,0
LN0000199,2023-09-11,56,Male,Post_Graduate,TS,Semi_Urban,Salaried,25,1835031,Personal_Loan,Business_Expansion,3822409,36,18.41,575,0,0.547,,0,7,1,452859,1
LN0017402,2022-05-25,47,Male,Diploma,GJ,Urban,Self_Employed,4,2773536,Personal_Loan,Other,582561,180,15.22,785,1,0.136,,0,8,1,61292,0
LN0017005,2022-09-06,52,Female,No_Formal,RJ,Semi_Urban,Salaried,6,2822348,Auto_Loan,Other,2257597,84,10.5,724,0,0.299,,1,4,1,6856,1
LN0003092,2023-03-14,42,Male,No_Formal,TS,Rural,Salaried,5,1854183,Personal_Loan,Medical,4546720,120,12.57,565,3,0.563,,0,6,1,428799,1
LN0000943,2023-09-28,57,Female,Graduate,KA,Semi_Urban,Government,15,1740212,Education_Loan,Other,189339,36,19.95,710,2,0.08,,0,1,1,273563,0
LN0006633,2023-10-11,60,Male,Post_Graduate,MH,Semi_Urban,Self_Employed,5,502412,Personal_Loan,Business_Expansion,2200882,12,16.41,583,4,0.163,,0,8,1,30959,0
LN0013062,2022-02-03,45,Male,No_Formal,WB,Rural,Salaried,17,403392,MSME_Loan,Vehicle,145184,12,15.37,605,4,0.141,,0,0,4,121777,1
LN0017308,2023-11-18,54,Female,Graduate,GJ,Urban,Business_Owner,5,2490772,Home_Loan,Education,2176723,48,10.92,688,0,0.39,0.727,1,2,0,427452,0
LN0007684,2022-08-26,31,Male,No_Formal,WB,Urban,Business_Owner,17,2044053,Education_Loan,Medical,2221244,36,17.14,550,2,0.314,,0,3,0,264715,1
LN0006573,2023-10-02,46,Male,Graduate,WB,Rural,Salaried,10,2971051,Personal_Loan,Other,3637014,240,14.77,762,4,0.487,,0,6,5,161579,1
LN0013300,2023-10-27,61,Female,Graduate,WB,Semi_Urban,Self_Employed,13,2866485,Education_Loan,Business_Expansion,3009363,120,7.71,840,2,0.12,,0,5,1,397196,0
LN0008843,2022-05-19,43,Male,Diploma,AP,Urban,Salaried,3,455655,Gold_Loan,Vehicle,4948763,24,11.39,697,4,0.103,,0,2,3,136312,1
LN0013216,2022-04-01,62,Male,Diploma,WB,Urban,Salaried,11,1400222,Home_Loan,Business_Expansion,4916145,120,13.39,888,0,0.131,0.51,1,0,1,21108,0
LN0015810,2022-10-12,46,Male,Diploma,WB,Rural,Self_Employed,4,1033871,MSME_Loan,Other,328001,84,7.56,821,4,0.379,,0,6,0,246558,0
LN0009710,2023-06-01,28,Male,No_Formal,TN,Urban,Salaried,6,1792715,Education_Loan,Medical,120690,12,13.87,714,1,0.056,,0,8,0,246025,0
LN0007307,2022-03-09,37,Female,No_Formal,GJ,Urban,Business_Owner,16,1178466,Education_Loan,Other,4215110,180,9.55,889,2,0.108,,0,8,2,379881,1
LN0002687,2022-10-26,61,Female,No_Formal,UP,Rural,Business_Owner,12,2332017,Education_Loan,Other,4325705,12,17.48,640,0,0.48,,0,5,1,62331,0
LN0011500,2022-10-21,48,Male,Undergraduate,WB,Urban,Retired,5,2134212,Home_Loan,Home_Purchase,3902626,12,16.19,795,3,0.571,0.521,1,5,1,201269,1
LN0015766,2023-06-30,49,Male,Diploma,MH,Rural,Salaried,30,606009,Personal_Loan,Home_Purchase,676583,48,7.69,645,4,0.267,,0,5,3,106870,1
LN0010663,2022-06-11,26,Male,Undergraduate,AP,Rural,Salaried,17,2248762,MSME_Loan,Debt_Consolidation,2294481,84,21.09,838,2,0.428,,0,4,0,63741,0
LN0011980,2023-04-19,65,Male,Undergraduate,AP,Rural,Salaried,11,1768775,Gold_Loan,Debt_Consolidation,2335194,48,9.93,857,0,0.469,,1,3,0,73462,0
LN0009870,2023-04-20,26,Male,Undergraduate,GJ,Rural,Business_Owner,0,2513222,Education_Loan,Business_Expansion,4551609,120,16.59,788,0,0.439,,0,5,0,255002,0
LN0000529,2023-02-16,62,Male,Undergraduate,AP,Urban,Salaried,16,1741424,Home_Loan,Other,2148232,12,10.09,617,4,0.243,0.473,0,5,2,287739,1
LN0017781,2023-01-18,24,Male,No_Formal,WB,Rural,Salaried,21,1333815,Gold_Loan,Business_Expansion,3406762,12,15.25,807,2,0.359,,1,1,1,474633,0
LN0014640,2023-11-01,39,Male,Diploma,RJ,Urban,Business_Owner,22,1344716,Home_Loan,Vehicle,3562718,84,8.36,686,2,0.473,0.469,1,1,0,58393,0
LN0001862,2022-05-28,40,Male,Diploma,UP,Rural,Self_Employed,24,2273316,Education_Loan,Other,4948031,180,13.5,856,2,0.3,,0,4,2,433549,0
LN0011711,2023-03-22,38,Male,Diploma,TN,Rural,Salaried,0,1550561,Personal_Loan,Medical,327452,36,8.04,712,2,0.101,,0,0,0,315274,0
LN0013397,2023-02-21,25,Male,Undergraduate,RJ,Urban,Salaried,22,1538101,Auto_Loan,Debt_Consolidation,3359617,48,15.59,812,4,0.378,,0,5,1,107701,0
LN0014437,2022-09-11,56,Male,Graduate,RJ,Urban,Government,9,1986677,Auto_Loan,Business_Expansion,2718097,60,10.7,720,0,0.292,,1,3,0,398872,0
LN0012668,2022-11-11,27,Male,Graduate,KA,Rural,Self_Employed,9,2626915,Gold_Loan,Vehicle,933725,120,16.58,680,2,0.158,,1,0,0,300360,0
LN0006195,2023-06-08,22,Female,Undergraduate,KA,Semi_Urban,Salaried,0,631803,Home_Loan,Home_Purchase,1299414,84,14.68,732,0,0.462,0.789,0,0,2,147597,1
LN0007223,2022-07-28,48,Male,Post_Graduate,GJ,Rural,Self_Employed,20,2731129,Gold_Loan,Business_Expansion,3160653,120,20.52,716,1,0.113,,0,4,3,173338,0
LN0007714,2022-03-05,51,Female,Undergraduate,DL,Rural,Self_Employed,2,1913569,MSME_Loan,Other,2048534,60,20.89,695,2,0.463,,0,7,3,195116,1
LN0007564,2023-09-05,24,Female,Undergraduate,GJ,Semi_Urban,Government,19,923804,Education_Loan,Vehicle,4774553,48,14.64,855,0,0.637,,0,7,0,267360,0
LN0011181,2023-02-07,52,Male,Post_Graduate,WB,Rural,Government,28,792874,MSME_Loan,Business_Expansion,4144823,12,19.07,651,3,0.374,,0,3,2,491950,1
LN0015231,2023-03-11,35,Male,No_Formal,TN,Semi_Urban,Salaried,3,771638,MSME_Loan,Education,2558757,36,13.76,550,2,0.082,,0,5,0,472488,0
LN0017976,2023-05-21,48,Male,Undergraduate,AP,Rural,Self_Employed,13,2688467,MSME_Loan,Vehicle,3379401,120,18.01,671,0,0.11,,0,4,0,29492,0
LN0016581,2022-06-01,43,Male,No_Formal,GJ,Urban,Government,13,2886343,Auto_Loan,Business_Expansion,4323765,60,21.88,598,3,0.206,,0,0,2,182519,1
LN0004979,2023-08-21,22,Male,Undergraduate,AP,Semi_Urban,Retired,1,1474090,Auto_Loan,Business_Expansion,4427777,48,19.71,612,4,0.568,,1,3,0,181305,0
LN0005104,2023-01-20,38,Female,Undergraduate,DL,Semi_Urban,Salaried,27,1811490,Gold_Loan,Education,4115561,120,15.4,702,1,0.386,,1,0,1,287606,0
LN0008778,2023-10-21,32,Male,No_Formal,AP,Urban,Salaried,21,1097039,Auto_Loan,Medical,4562812,24,14.17,781,2,0.244,,1,0,0,436874,0
LN0004202,2023-07-08,61,Female,No_Formal,GJ,Semi_Urban,Salaried,22,1008342,Auto_Loan,Education,203161,12,21.36,724,0,0.319,,0,8,1,57342,0
LN0009543,2023-04-19,45,Male,Graduate,GJ,Urban,Salaried,19,569756,Personal_Loan,Debt_Consolidation,4347459,60,14.37,885,3,0.168,,0,6,2,316409,1
LN0007650,2022-03-05,28,Female,Diploma,WB,Urban,Salaried,6,958148,Gold_Loan,Vehicle,2106573,12,9.48,719,2,0.598,,0,6,2,121408,1
LN0017374,2023-08-06,36,Female,Graduate,MH,Rural,Self_Employed,16,435062,Gold_Loan,Vehicle,3109276,12,8.46,800,0,0.478,,1,2,0,284812,0
LN0013326,2023-07-17,51,Male,Undergraduate,AP,Rural,Salaried,10,1924938,Home_Loan,Vehicle,3292824,24,21.2,806,2,0.066,0.442,0,5,0,353808,0
LN0001633,2023-09-16,57,Male,Diploma,RJ,Semi_Urban,Self_Employed,30,2247525,Auto_Loan,Medical,962551,120,10.16,755,2,0.371,,1,1,0,438126,0
LN0010451,2023-09-06,25,Male,Undergraduate,WB,Semi_Urban,Salaried,21,2300894,Auto_Loan,Business_Expansion,1744215,24,18.77,870,1,0.324,,1,6,2,93412,0
LN0005032,2023-09-15,30,Female,Undergraduate,TS,Semi_Urban,Self_Employed,29,2062756,Auto_Loan,Medical,324541,180,19.82,746,4,0.391,,0,5,1,93487,0
